,content,sentiment
319,"Ya no me burlare cuando les pasó algo a mis amigos, por qué luego me sucede algo parecido y ya no me es gracioso",N
320,"@karlacg_ ayñ, si eso pasa, uno de mis hermanos era super rubio y pues ya no jaja igual está cute tu cabello!",P
321,Histerica x todo lo que no he actualizado en redes.Quiero tiempo ó 1 comunity manager gratis xq yo como JuanGa y el pais no tengo dinero,N
322,@Horantheworld20 claro que se puede corregir,P
323,Pero llegar al hogar me da inmediata alegría en el corazón. Y así es como mis días cierran bonito desde hace un tiempo.,P
324,Ya viste lo bien que nos divertimos el uno sin el otro. Después de todo nadie es indispensable.,P
325,"Por que no hacen perfumes de ropa nueva? Es el olor mas hermoso, consumista y de cierto modo capitalista del mundo",N
326,"@pablocampos98 Andas súper desaparecido de aquí pero se que te la estás pasando súper bonito en tu viaje, y eso me hace muy feliz",P
327,Extraño que mayito diga babosa (o) Extraño la primera media hora de cotorreo Extraño todo el desmadre de antes jaja,N
328,@paobarquet que coraje saber que tu y tus compañeros fueron víctimas de gente malandrina por otro lado me da gusto saber que estás bien,N
329,Siii te traje un tecuerdo @La_Joyita2 pero me extraviaron mi mochila debajo del autobús y pues ahi se perdió Es neta. Hasta mi cel fue.,N
330,@bettocantu Los juegos de Booktube me dejaron con muchos libros abiertos y quería cerrarlos antes de leer este Creo que si la hago...,NEU
331,De la nada me empezó a seguir @Chilaquiloteca y me enteré que existe ese servicio... porque a veces también me pasan cosas buenas,N
332,"Días!!! Si confías en tu mente, tendrás que tomar decisiones toda tu vida. Si confías en tu corazón, será tu última decisión.. Besitos",NEU
333,"Ya me da miedo dormir con alguien, hablo sola y que tal si digo cosas que no debo",N
334,@PMovimiento Acuérdense que a lo Hecho en México de mexicano sólo le queda el sudor la tierra y el aire casi todo lo demás es importado,N
335,Que decepción que gente que lo es todo te oculte cosas. ¿Tan difícil es decir la verdad?,N
336,"@RuizJanely eres un ángel caído del cielo, fui a buscar de casualidad si estaban en las otras cocinas y no están mis cubiertos",N
337,"Y por todos lados hablan de los bloqueos, de ENP, de Trump y pinches es muy deprimente",N
338,¿Porqué las personas no captan la mega no indirecta de enviar flores? Mi escritorio se sigue viendo sin vida jajaja,N
339,"@Kresnik02 it's never too late, nunca lo tuve en 64, era muy pobre y la verdad ahorita no lo he buscado así que lo comprare digital",P
340,Escribí un texto bien interesante acerca de la violencia en el noviazgo y de cómo salir de las relaciones tóxicas. Luego lo posteo amigos,P
341,"Me lleva la tostada con el internet de @izzi_mx. Deje a mis amigos en ARK, con un T-Rex y un Oso.",N
342,Lo triste de este trimestre: salgo diario hasta las diez y no estaré con todo el crew.,N
343,"Que te contesten con un ""¿Qué demonios fue todo esto? jajaja"" a un mensaje bonito, sí te mata un poquito.",NEU
344,"@SirArminDice voy a leer sobre ello Por cierto, no estoy en contra de la propiedad privada, por errores me refería al invididualosmo..",N
345,4:18 AM. Que gran dilema. ¿Despertar a mamá para que me baje a abrirme o dejar que siga durmiendo? Pd. Venga saliendo del trabajo,NEU
346,"Cuando me duermo muy tarde planeando proyectos que me apasionan, es un completo goce, inspiracion a la calma de la noche",P
347,Not Myself Tonight era hermosa pero el video rip off de Bad Romance arruinó todo para mi Queen X,NONE
348,"7 horas ya desde que salimos de Mendoza y seguimos en Puebla varados... Weeee, mi pobre perrito es demasiado para él",N
349,Lo siento mucho Perder un abuelo es uno de los dolores mas hondos posibles. Mucha fuerza para ti. @UrielCastillo93,N
350,No puedo creer que me haya propuesto dejar de fumar un mes y ya casi lo cumpla,P
351,"@tuamigatuitera pues ya ni nos hablas y si iré, iré como el 20 o algo así de enero!",NONE
352,"@deba12334 por qué siempre en las finales los hacen los domingos y todos al siguiente día trabajan, van a la escuela y no se pueden",N
353,Wooooow que curativo es esto!!!! Me hace parecer menos perra y un poco mas agradable Me gusta,P
354,@soyalannavarro me pregunto: ¿habrás leído mi tweet y te sorprendiste por que ese es mi máximo nivel creativo? Me temo que sí.,N
355,@elciempies para nada ella ama México y siempre quiere venir. Por eso vino gratis a tajin. Desde su álbum pasado esta que muere por venir,P
356,@Tribuna_I Apenas inició el torneo y ya están diciendo si YA VA LA BUENA para @Chivas Hay equipos mejores que el Rebaño,NEU
357,"@konemak Hay películas que por acuerdos de sus distribuidoras, es de la única manera en pueden estar dentro del catálogo",NONE
358,@lizpedroza Hermosa estos días tengo un arañas alacranes ratas y murciélagos en mi carta jajajaja Es impresionante la química del cerebro,N
359,"@ContactoCitibmx en la mañana habían retenido la compra en linea porque pensaban que era fraude con la tarjeta, pero ya lo resolvieron.",P
360,"@NekoJitaBlog Yo por un bolillo con mayonesa, huevo, frijoles y mucho chile... Ahhhh... es un antojo muy malo...lo sé...",N
361,@nahimachoura que te pareció el tercer uniforme de nuestras aguilas? A mi no me gustó pero se ve mejor que el de local...chale..,N
362,"@elavelden Acá en Ecuador aún falta para el final de la telenovela, no me pierdo ningún capítulo. Un abrazo y excelente semana",P
363,#BuenosDias mundo Twittero ya empezó la segunda semana del año y estoy mas que listo para vivir un día mas,P
364,"@FidelZevi esta bien, no insistas",NEU
365,"@Cinemex ¡Hola! Oigan reponganos las entradas de ayer con unas nuevas, por lo ocurrido ayer en Cinemex Portal Vallejo, por favor.",N
366,"@ErickValdes_ JAJAJAJAJAJA trague puro brócoli y coliflor con pollo ahorita para echarme las tostadas, me las merezco",P
367,@qtf Yo no opino lo mismo... escribe muy similar a mi hijo de 9 años... ya tiene firma!!,NEU
368,"@MFollowill muchas gracias Mark, si ya no puedo esperar , @swish41 y su tiro perfecto gracias por venir a México 🇲🇽 #MFFL",P
369,Para qué hablan de clandestino,NONE
370,"Ayer me robaron descaradamente, jamás acompañes a tu mamá al centro comercial con tu tarjeta de la beca",N
371,Que feo ver del otro lado de mi lugar de trabajo que están comiendo cheetos y yo acá valiendo verga,N
372,Lo bueno de ser un sin amigos es que puedo llegar a la hora que quiera a los lugares que quiero visitar.,NEU
373,"Recorrí toda la ciudad en un dia con mi mejor amigo, que trip",P
374,Es normal que después de todo un fin con mi novio ahora lo esté extrañando?... ._. ya traiganmelo,N
375,@PiojitoPersa aguante los fritos con mateeeees linda!!! (Quiero fritos ahora ahre) encima estoy tomando mates ahre,P
376,¿Alguien tiene algún pdf donde se describan las etapas del desarrollo humano? Sobre todo la de la senectud. POR FAAAA.,NONE
377,Cada que hablo contigo mi corazón se pone feliz pero eso no se nota a través de una pantalla,P
378,Ya tengo mi principal propósito de este año,P
379,"Regla básica para hacer una fiesta de cumpleaños... TENER AMIGOS, no sé a quién invitar",N
380,"@crystinahotwife @CyDiosas Se ve hermosa! Me dan ganas de comerme todo eso y con este frío, de estar adentro",P
381,"@VivaAerobus Hola, ¿Se puede hacer web-checkin e imprimir el pase de abordar si viajo en viva light? La página dice que no...",N
382,Ya me está doliendo la cabeza de estar todo el día acostada. Por qué soy así??,N
383,"""Elle"" es increíble, pero mi raíz latina pedía a gritos ""Neruda"" #GoldenGlobes",NONE
384,"Extraño a mis comprañeros roberto, osvaldo, julio y leo eran increibles al igual que mis super jefes!",P
385,Yo solo quiero adelantar mi vuelo a Chicago,NONE
386,"Hola @raramo74! vamos a estar al pendiente de esa ruta y en caso de que encontremos algo a buen precio lo publicamos, Saludos!",P
387,Es triste quitar todas las cosas de Navidad,N
388,Cuando piensas que las cosas van a toda madre y la cagan la vida es un riesgo carnal!,N
389,@EverCufl Ay que grosero eres conmigo,N
390,@ana_sofmt oye perame que si buzzfeed es pendejo entonces el amor de mi vida no es el amor de mi vida y eso sería triste,N
391,@luismartiinez28 yo estoy en primera fila,NONE
392,Siempre el más guapo Ay,P
393,"Ya sé, tengo que leer a Mishima pero se me atravesó el estúpido y sensual Joyce con Dublineses y tenía que estrenar mis marcadores.",P
394,por que no nací con las cejas pobladas,N
395,"Odio tener una voz horrible y que a la vez ame cantar, no es justo ¿por que la vida me trata tan mal?",N
396,@josciv por eso es importante escucharlo,P
397,"@aimeraus @GLaveaga @debatelibros No, no sabía que existía, lo leeré ya acabaste el primero?",NONE
398,"Hoy es cumpleaños el maestro Bowie, un capricornio en todo sentido, que en paz descanse. Hay nuevo EP y sonó su legado hoy en carretera",P
399,Que rica siestesita me aventé hasta pensé que ya era de mañana porque me levanto la alarma,P
400,Paseito... Laika cumple en pocos días 5 años... 5 la condenada !!!!! #ILoveDogs #ThePack…,P
401,"Amigos, me llevo el premio a la ansiedad. Parece que me bebí el reino del café ando mal",N
402,me sorprende la homofobia y sus manifestaciones inesperadas... lo digo por mi,N
403,Ojalá me dijeran que estoy bonita tanto como se lo dicen a sergio quembidia pero esque esta hermoso unu,P
404,Mi lechuza tan retrasada por la distancia y ahora con el muro se va a estrellar con todo y mi carta a Hogwarts,N
405,@Soul_Vedder que bueno que mi primer boda del año es en abril jajajajaj  al menos será la mitad de como le veo ahora,N
406,@hlahumberto pos' se ve mal se traba y está grabada del cine #Shame.,N
407,Llegan tiempos difíciles y lo único que me queda es afrontarlos y seguir adelante,NEU
408,"@CocaHdz_ Ya se, pero no puedo evitarlo !!! En vdd que si haces eso, sería como mi mejor regalo #LaVdd",P
409,Hay veces que uno se siente un extranjero hasta en su propio país,N
410,"Ahora están tocando Arabella suena igualito a Alex Turner, seguro es Guajardo",NONE
411,"@yestermansux Oye vi una hiper padre en Morelia, no así pero muuuy chida. Costaba como $200. Si la quieres, me avisas.",P
412,@FerReyees19 @Abiel_Vasquez @ElPabloDeVerdad yo tenía pensado sacar la del fogo y una optativa de 2C para poder meter electromagnétismo,NEU
413,@MartinCaligaris Es mí Martina Jajaja Regresaste a los saltos mortales!!! Eso es bueno Te quiero mucho! Beso de regreso muack muack,P
414,Envenenaron al Bruno Ya lo atendió el veterinario pero tengo miedo de que no aguante.,N
415,@marthamedecigo ay no! y si con él si quiero arriesgarme? Es que necesito contarte amixxx,P
416,"Para los que el día de mañana regresan a clases, que en este nuevo semestre cumplan todos sus objetivos y les sea muy exitoso! #ADarle",P
417,"@IronGeen ñammm. Ya se me antojó una deliciosa cema, vamos por una",P
418,"@Jhovanny920218 la vdd si, jaja pero yo me curo rápido de eso. Ya la perdone. Gracias!!",P
419,Ah no verdad? Jajaj nadie entendió mi chiste que imbécil soy hahaha,N
420,@CelopanYT @RoEnLaRed estando tan cerca pero tan lejos a 45min de distancia siendo exactos. Jajajaja,P
421,"Otra noche... Buenos días, alguien sabe por cuantas mas pasare?!?!",NONE
422,@Swimmer_IT sabíamos que su partida traería graves consecuencias.,N
423,"@yarisflores punto a favor jijiji, la cosa es que hoy si hice de todo menos quedarme en camita",P
424,"Aunque ya llegue y eso esta padre, la triste realidad es que sigo teniendo hambre.",N
425,@AleBaIe_ iba a ponerle lo mismo,NONE
426,"Una vez mas... Mi pensamiento invade mi sueño... Se te extraña, ya quiero ser normal otra vez!!!",N
427,Según uno de mis propósitos es leer más pero ya estamos a 8 de Enero y no he comprado ni un libro nuevo,N
428,Risitas estás ahí ??? ...bueno no importa sólo pasaba a desearte buenas noches @soyalannavarro ...descansa,P
429,"@la_sol_soleil Hola Sol, hemos confirmado que la señal se transmitió correctamente en la región, por favor revisa con tu cableoperador",NONE
430,"@Paulitm Paulina, confirmamos que la señal se transmitió correctamente en la región, por favor revisa con tu cableoperador",NONE
431,@CaELiKe Estuve contigo en la transmisión saludos hermosa quisiera poder vertw y darte un mega abrazo y un besote te quiero,N
432,"@edo_diaz ¡Hola! Hemos confirmado que la señal se transmitió correctamente en la región, por favor revisa con tu cableoperador",NONE
433,Mañana de nuevo a la realidad!! Amorsitooo muy buenas vacas de tu trabajo!! Excelente estar juntitos con Mati,P
434,Por poquito y se comen a mi perrito,N
435,Jueputaaaa extraño mi bici. Esta panza de camionero me va a matar,N
436,"@Ferchitomen11 checa con waze rutas alternas, xq el trafico viene rudo hasta la altura del parque chitla! Y gracias! Que llegues pronto",N
437,A todos los artistas de tumblr les llegan preguntas o cumplidos sobre su arte y a mi me preguntan si soy lesbiana ... fucking great.,N
438,@luixuz Yo también No te dí permiso de que te fueras y me dejaras sola con el bebé,N
439,Que triste que estas con alguien tan vacía,N
440,"#s900 uy! Feliz primer lunes del 17! Un gustazo escucharlos en Querétaro frío, pero chido",P
441,Denme una llenadera porque dicen que no tengo,NEU
442,"Escuchan ""Now You're Gone"" de @VivandTheSect, uno de los mejores discos del 2016 #PropuestaMañanera",P
443,@Germagnate ahahahahah buenos días joven! Feliz año!,P
444,Mi mamá cumple años hoy. Y este es uno de los días más felices para mí La amo mucho.,P
445,"Son 8:26 y yo ya me estoy visualizando en mi cama durmiendo, cuando salga de trabajar",P
446,"Que no se pierda la bonita costumbre de empezar el año, la semana, el mes valiendo verga en el amor y en todo",N
447,"@susana_tb Feliz 2017 Su y feliz vida... awww qué bonito pingü, muero de amor. Un abrazo muy grande",P
448,"@ROSYARANGO dicen que cuidar a un recién nacido es trabajo en equipo, así que yo le cambio el pañal",P
449,"En el mismo lugar, con distinta gente",NEU
450,¿En dónde consigo unos buenos nachos de pastor hoy 1 de Enero?,NONE
451,Mi carro ya no suena feo wuuwu. Juro que ya no le haré más daño hahaha,NEU
452,"@AxelMishael es una ciudad hermosa llena de cultura,con gente bella y comida deliciosa. Muero por volver! Disfrutá mucho",P
453,@DraAChvez que mala pata ojalá te recuperes pronto! Feliz año!,P
454,De verdad yo no creo estar tan delgada como dicen que estoy y menos despues de todo lo que he tragado este mes,N
455,Mi amigo me va a odiar por dejarlo plantado Porque le dije que íbamos a ir a una peda y pues ya no me dieron chance,N
456,"Empiezo el año como dije, bien dormida y muy enamorada",P
457,"@mariobautista_ Soy mala Bautister, no puse el 11:14",N
458,"Primero quiero formar un equipo inicial: Lurantis, Primarina, Mimikyu, Salamence, Krookodile, Sylveon. Que mal que no está Mawile",N
459,"@jair_mendieta me insultas noo, solo quiero verte",NEU
